Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
1;h;7;10;+1;+8;+8;
2;h;12;11;-8;+3;+8;
3;h;16;13;-7;+2;+2;
4;h;14;12;-9;+5;Launch (JG?);
f+1;h;7;10;+1;+8;+8;
f+2;h?;17;15;-3;+6;CS;
f+3;m;13;20~21;-6~-5;+6~+7s;+6~+7s;
f+4;m;15;17~18;-7~-6;+6~+7;+6~+7;Homing
d/f+1;m;12;13;-2;+5;+5;
d/f+2;m;10;16;-7;+6;+6;
d/f+3;m;11;16;-6;+5;+5;
d/f+4;m;13;14~15;-7~-6;+4~+5;+4~+5;
d+1;Sm (TC);5;10s cs4~;-5;+6;+6;
d+2;m;24;18~19;-7~-6s;+4~+5s;KND;
d+3;l (TC);15;21s cs6~;-12;+1;+1;
d+4;l;10;16;-11;0;0;
d/b+1;l (TC);12;25~26s cs9~;-18~-17;KND;KND;
d/b+2;m?;23;20~21;-9~-8;KND;KND;
d/b+3;l;12;18~19;-13~-12;+3~+4;+3~+4;
d/b+4;l;17;18~19;-14~-13;+2~+3s;KND;
d/b+3+4;l (TC);7;12s cs4~;-13;-2;-2;
b+1;h;17;11;-9;+2;CS;
b+2;h;15;16;-6;+2;+2;
b+3;m (TJ);25;30~32 js16~;+7~+9;+7~+9s;KND;
b+4;m;25;19 pc8~18;-14;KND;KND;Power crush, Wall bounce
u/b+1;m;15;21~22;-5~-4s;-3~-2s;-3~-2s;
u+1 or u/b+1+2 or u/f+1+2;m (TJ);12;18 js9~;-8;+3;+3;
u/f+1;m (TJ);21;25;+3;KND;KND;
u/b or u or u/f+2;h;17;15~16;-12~-11;+9~+10g;+9~+10g;
u/b+3;m (TJ);13;19 js9~;-10;+3;+3;
u+3;m (TJ);15;19 js9~;-10;+3;+3;
u/f+3;m (TJ);17;19 js9~;-10;+3;+3;
u/b+4;m (TJ);11;15~16 js9~;-20~-19;-8~-7;-8~-7;
u+4;m (TJ);15;15~16 js9~;-13~-12;KND;Launch (JG?);
u/f+4;m (TJ);13;15~16 js9~;-13~-12;Launch (JG?);Launch (JG?);
u/f, n+4;m;25;23(29,35) js9~33;-11(-13);Launch (JG?);Launch (JG?);
WS+1;m;16;11~12;-3~-2;+8~+9;+8~+9;
WS+2;m;10;14;-8~-7;+3~+4a;+3~+4a;
WS+3;m (TC);23;18 cs2~;-12;KND;KND;
WS+4;m;18;11~12;-6~-5;+5~+6;+5~+6;
FC+1;Sm (TC);5;10s cs1~;-5;+6;+6;
FC+d/b or d+2;Sm (TC);8;11s cs1~;-4;+7;+7;
FC+3;l (TC);12;16s cs1~;-17;-3;-3;
FC+d/b or d+4;l (TC);10;12s cs1~;-15;-4;-4;
SS+1;h;7;10(11~);+1;+8;+8;
SS+2;h;12;11(12~);-8;+3;+8;
SS+3;h;16;15(16~);-7;+2;+2;
SS+4;h;17;12(13~);-7;+4;Launch (JG?);
BT 1 or 2;h;15;8;-8;+3;+3;
BT 3 or 4;h;25;10;-8;KND;KND;
BT d+1 or 2;Sm;10;10s cs1~;-2;+9;+9;
BT d+3 or 4;l;12;10s cs1~;-11;+3;+3;
