Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
1;h;7;10;+1;+8;+8;
2;h;10(12);10;0;+6;+6;
3;m;14;15~16;-7~-6;+4~+5;+4~+5;
4;h;17;12;-7;+7;Launch (JG?);
f+1;h;7;10;+1;+8;+8;
f+2;h;10;12;0;+6;+6;
f+3;h;30;16;-16;KND;KND;
f+4;h;17;12;-7;+7;Launch (JG?);
d/f+1;m;13;14;-2;+4;+4;
d/f+2;m;13;15~16;-8~-7;Launch (JG?) (+3a);Launch (JG?);
d/f+3;m;14;16;-9;+2;+2;
d/f+4;m;21;19~20;-1~0;+9~+10;KND;
d+1;m;16;14~15;-9~-8;+2~+3;+3~+4s;
d+2;Sm (TC);8;11s cs4~;-4;+7;+7;
d+3;l (TC);12;16s cs4~;-17;-3;-3;
d+4 (Close);l;13;15;-31;KND;KND;
d+4;l;9;15;-31;-17;KND;
d/b+1;Sm (TC);5;10s cs4~;-5;+6;+6;
d/b+2;m?;21;19~20;-11~-10;KND;Launch;
d/b+3;l (TC);12;15~17s cs5~;-18~-16;-4~-2;-4~-2;
d/b+4;l (TC);7;12s cs4~;-13;-2;-2;
b+1;h;12;12~13;-9~-8;+2~+3;+2~+3;Homing
b+2;m;22;18;-5s;+4s;+4s;
b+3;h;16;14~15;-6~-5;CS;CS;
b+4;l;14;20~21;-13~-12;+3~+4;+3~+4;
u/b or u or u/f+1;m (TJ);12;18 js9~;-8;+3;+3;
u/b+2;m;22;20~21;-9~-8;KND;CS;Homing
u+2;h;22;15~16;-12~-11;+9~10g;+9~10g;
u/f+2;m (TJ);35;34a js8;+9;KND;KND;Wall bounce
u/b+3;m (TJ);12;15~16 js10~;-16~-15;Launch (JG?);Launch (JG?);
u+3;m (TJ);13;15~16 js9~;-16~-15;Launch (JG?);Launch (JG?);
u/f+3;m (TJ);14;15~16 js9~;-16~-15;Launch (JG?);Launch (JG?);
u/b+4;m (TJ);14;15~17 js9~;-19~-17;-8~-6;-8~-6;
u+4;m (TJ);20;15~17 js9~;-13~-11;KND;Launch (JG?);
u/f+4;m (TJ);13;15~17 js9~;-13~-11;Launch (JG?);Launch (JG?);
u/f, n+4;m (TJ);25;23(29,35);-11(-13);Launch (JG?);Launch (JG?);
WS+1;m;12;10~11;-4~-3;+7~+8;+7~+8;
WS+2;m;20;15~16;-14~-13;Launch;Launch;
WS+3;m;16;13~14;-8~-7;+3~+4;+3~+4;
WS+4;m;18;11~12;-6~-5;+5~+6;+5~+6;
FC+1;Sm (TC);5;10s cs1~;-5;+6;+6;
FC+d/b or d+2;Sm (TC);8;11s cs1~;-4;+7;+7;
FC+3;l (TC);12;16s cs1~;-17;-3;-3;
FC+4;l (TC);10;12s cs1~;-15;-4;-4;
SS+1;h;23;20(30~);+8;KND;KND;
SS+2;h;10(12);10(11~);0;+6;+6;
SS+3;l;18;19(29~);-12;+4;+12;
SS+4;h;17;12(13~);-7;+7;Launch (JG?);
SS+1+2;h;7;10(11~);+1;+8;+8;
SS+3+4;m;18;15~16 (16~);-7~-6;+4~+5;+4~+5;
BT 1 or 2;h;15;8;-8;+3;+3;
BT 3 or 4;h;25;10;-8;KND;KND;
BT d+1 or 2;Sm;10;10s cs1~;-2;+9;+9;
BT d+3 or 4;l;12;10s cs1~;-11;+3;+3;
