Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
in rage d/f+1+2;m;55;20 pc8~17;-22;KND;KND;Rage art
in rage f+2+3;m (TJ), m (TJ);27,16;26~33a 86~87s (29~) 1js15~ 2js14~;+2~+3s;KND(KND);KND(KND);Rage drive
in rage f+2+3, f;m (TJ), m (TJ), (Special) (TC)(BAL);27,16s;26~33 86~87 (29~) 115~ 214~;+12~+13s;KND(KND);KND(KND);Rage art
1;h;7;10;+1;+8;+8;
1, 1;h, h;7,7;10;-1;+5;+5;
1, 1, 2;h, h, h;7,7,12;10;-12;+3;+3;
1, 2;h, h;7,10;10;-3;+3;+3;
1, 2, 1+2;h, h, m;7,10,20;10;-13~-12;+9~+10k;KND;Tail spin
1, 3;h, l;7,10;10;-16~-15;-5~-4;-5~-4;
1, 3, 3;h, l, m;7,10,18;10;-14~-13;-6~-5;KND;
1, 4;h, h;7,15;10;-6;+5;Launch (JG?);
1, d+4;h, l;7,13;10;-12;-1;-1;
2;h;8;10;0;+6;+6;
2, 1;h, m;8,10;10;-4~-2;+4~+6;+7~+9;
2, 1, 4;h, m, m (TJ);8,10,20;js12~;-4~-3;KND;KND;
3;h;14;18~19;-9~-8;-4~-3;-4~-3;
3, 4;h, m (TJ);14,17;js18~;-10~-5s;+4~+9s;KND;
4;h;15;13;-9;+7;Launch (JG?);
4, 3;h, m;15,12;13;-8~-7;+3~+4;+3~+4;
4, 3, 3+4;h, m, m (TJ);15,12,14;js17~;-5~0s;KND;KND;
1+2;m;18;19~20;-13~-12s;0~+1s;0~+1s;
1+2, 1+2;m, m;18,20;19~20;-20~-19;KND;KND;
1+2, F;m, (Special) (TC)(BAL);18;19~20s;+4~+5s;+17~+18s;+17~+18s;
1+2, F (After stance ends);m, (Special) (TC)(BAL);18;19~20s;-19~-18s;-6~-5s;-6~-5s;
1+2, B;m, (Special) (TC)(BAL);18;19~20s;-36~-35s;-23~-22s;-23~-22s;
f+2;h;12;12;-8;+3;+3;
f+2, 3;h, m;12,20;12;-15~-14;KND;KND;
f+3;m;18;21~27;-4~+2;0~+6s;+8~+14s;
f+3, 4;m, m;18,23;21~27;-11~-10;KND;CS;
f+4;h;20;16~17;-6~-5;KND;KND(Throw);Homing, Tail spin
f+1+2;m;23;15~19 pc8~14;-13~-9;KND;KND;Power crush
d/f+1;m;13;14~15;-3~-2;+5~+6;+5~+6;
d/f+1, 2;m, m;13,15;14~15;-10;+6;+6;
d/f+1, 1+2;m, m;13,25;14~15;-12;KND;KND;
d/f+2;m;14;15~16;-8~-7;+3~+4a;Launch (JG?);
d/f+3;m;14;18;-7;+4;+4;
d/f+3, 1;m, h;14,11;18;-3;+8;+8;
d/f+3, 1, 1;m, h, m;14,11,20;18;-10;+1;KND;
d/f+3, 2;m, h;14,20;18;-9~-8;KND;KND;
d/f+3, 4;m, l;14,10;18;-12~-11;-1~0;-1~0;
d/f+3, 4, 4;m, l, h;14,10,16;18;-13~-12;0~+1;0~+1;
d/f+4;m;16;13~14;-9~-8;+2~+3;+2~+3;
d/f+3+4;mm;6,6;18,28;-13;KND;KND;
d/f+3+4, 4;mm, m (TJ);6,6,23;js17~;-4~-2;KND;KND;Tail spin
d+1;m;18;18~19s;-9~-8;+7~+8s;KND;
d+2;m;12;15;-9;+2;+2;
d+2, 1;m, m;12,11;15;-9~-8;+1~+2;+2~+3;
d+2, 1, 2;m, m, m;12,11,18;15;-13~-11;+3~+5;+3~+5;
d+2, 1, 2, 2;m, m, m, m;12,11,18,21;15;-21;KND;KND;
d+2, 3;m, m;12,21;15;-4;+9;CS;
d+2, 4;m, m (TJ);12,21;15a;-13;KND;KND;
d+3;l (TC);14;19s cs6~;-18~-17;-7~-6;-7~-6;
d+3, 4;l, h;14,20;19 6~;-8~-7;KND;KND;Tail spin
d+4;l;11;16;-12;-1;-1;
d+4, 3;l, h;11,15;16;-7;-2;-2;
d+4, 3, 4;l, h, m;11,15,24;16;-12~-11;KND;KND;
