Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
in rage 1+2 or WS+1+2;h;55;13 pc8~;-3;KND;KND;Rage art
in rage d/f+3+4;(Special), (Special) (TC);;13 8~;;;;Rage drive
in rage d/f+2+3;m, m;5,21;14;+7;JG;JG;Rage drive
in rage D/f+2+3;m, m (DUK);5,21;14;+15g;JG;JG;Rage drive
in rage d/f+3+4, 1+2;(Special), m x 5;10*4,19;15,(35~) cs1~;+1 (wl+7);KND;KND;Rage art
1;h;7;10;+1;+8;+8;
1, 1;h, h;7,7;10;-3;+3;+3;
1, 1, 3 or 4 to Weave ;h, h, (Special);7,7;10;-6;0;0;
1, 1, 2;h, h, h;7,7,15;10;-7~-6;+4~+5;+4~+5;;
1, 1, 2, f+3 or f+4;h, h, h (DUK);7,7,15;10;-3;+8;+8;
1, 1, 2, 3 or 4 to Weave ;h, h, h, (Special);7,7,15;10;-3;+8;+8;
1, 1, 2, b+3 or b+4 to Sway ;h, h, h, (Sway);7,7,15;10;-5;+6;+6;
1, 1, d+1;h, h, m;7,7,15;10;-6;0;+5;
1, 1, d+1, B;h, h, m, (FLK);7,7,15;10;0;+6;+11;
1, 1, d+1, B, d/b (Cancel);h, h, m, (FLK);7,7,15;10s;-2;+4;+9;
1, 2;h, h;7,10;10;-2;+6;+6;
1, 2, 3 or 4 to Weave ;h, h, (Special);7,10;10;-4;+4;+4;
1, 2, 1;h, h, h;7,10,15;10;-3;+3;+3;
1, 2, 1, F;h, h, h, (Special);7,10,15;10;-2;+4;+4;
1, 2, 1, B;h, h, h, (FLK);7,10,15;10;-1;+5;+5;
1, 2, 1, B, d/b (Cancel);h, h, h, (FLK);7,10,15;10s;-3;+3;+3;
1, 2, 1, 3 or 4 to Weave ;h, h, h, (Special);7,10,15;10;-6;0;0;
1, 2, 1, 2;h, h, h, m;7,10,15,15;10;-10~-9;KND;KND;
1, 2, 1, 2;h, h, h, m, (Special);7,10,15,15;10;-6~-5;KND;KND;
1, 2, 1, d+2;h, h, h, l (TC);7,10,15,19;cs10~;-12~-11;+1~+2s;KND;
1, 2, 1, d+2, d;h, h, h, l (TC);7,10,15,19;s cs10~;-12~-11;+1~+2s;KND;
1, d+1;h, m;7,15; 10~;-6;0;+5;
