template;https://gfycat.com/ifr/{url}
1, 1;PalatableSlimHeterodontosaurus
1, 2, 2;PolishedImmaterialAltiplanochinchillamouse
1, 2, 4;ChiefPerfectIcelandicsheepdog
2, 3, 3;CompleteLinedFox
2, 3, 4;EnergeticCandidFoxterrier
2, 4;UnevenThunderousImperatorangel
4;MajorRemarkableEasternglasslizard
1+2;SilentCelebratedKillifish
uf+3, 2;CourteousSelfreliantAllensbigearedbat
uf+3+4;RespectfulBoringHind
uf+4, 4;BlackandwhiteNeglectedLice
f+2, 3, 3;EasyInexperiencedHuia
f+4, 1, 4;FlawedShowyBassethound
f+1+2;FalseDelectableKissingbug
f, F+2, 3;CalculatingAdoredFlea
f, F+3, 4, 4;FelinePlasticIberianmole
f, F+4:f or b+1;BonyLimpingHerring
f, F+1+2;RepulsiveIllfatedGuppy
f, f, f+2;SpiritedSociableDiplodocus
f, f, f+3, 4;ComplexScarceAnkole
df+1, 4;DeadUniformCaribou
df+2;InbornInfiniteAntlion
df+3, 3;BonyAngelicCrab
d+2, 4;SnivelingEmotionalArmedcrab
d+4, 1+2;AdvancedGranularBeetle
d+3+4;OddHopefulDingo
db+2, 2;RepulsiveFelineChimpanzee
db+3;TameDampGermanspaniel
db+4;EminentLikableInganue
b+1, 1+2;BabyishDampCaudata
b+2, 1;DearestNeglectedDuckbillplatypus
b+2, 4;SpitefulCompetentAfricangroundhornbill
b+3;CourteousFixedHoneyeater
b+4, 3;WiltedEquatorialJoey
b+4, 4;RaggedRecklessAnole
b+3+4, 3+4;MiserableVastCrane
ub+3+4, 1+2 (or BT 3+4, 1+2);DependentPortlyAmazontreeboa
BT 4;JovialPerkyDouglasfirbarkbeetle
FC+df+1+2;KindheartedEasyDassierat
SS+4, 1+2;AlarmedBoldKite
WR+1+2;OrangeUntriedArachnid
WS+1, 2, 3;BlushingExcitableBoubou
WS+2;SneakyAbleAmericanindianhorse
WS+1+2;OilyReliableLeafbird
Grounded face up 1+2;BlandImaginaryGnat
Grounded face up 1+2, 3+4;AntiqueCluelessGrackle
Opponent down db+1+2;GloriousMajesticLangur
d+3;LegalDefiantEel
db+1;ReadyValidHammerheadbird
f+3+4, b;MajesticLightheartedFieldmouse
f+3+4, d;AnotherDangerousDuckbillcat
(During Backup) 1;ElementaryLikableGreatargus
(During Backup) 3;BriefHeartyIraniangroundjay
(During Backup) 4;AbleDistinctGoldenretriever
f+3+4;BountifulThickDeermouse
uf+3, 3+4;EqualRemarkableCurlew
f+1+2, 3+4;PastSlushyFoxhound
WS+2, 3+4;MetallicFlusteredGrasshopper
SBT 1, 2, 1, 3+4;AstonishingSimilarKangaroo
SBT 2;TanRepulsiveAuk
SBT 3;NippyAlarmingBabirusa
SBT 4;DeficientGloomyCats
WS+3 (hold B to cancel);UnhealthyAntiqueDoe
(During Clockwork) 3;CheeryClearcutBuffalo
(During Clockwork) d+3;BareOblongCuttlefish
d+1+2;FrigidImpishIlladopsis
1, 1, 1+2;LimpColdChameleon
3, 2;ClearSecondhandBeaver
f+2, 1;ComplicatedTanHoneybee
f+2, 1+2;MajesticAfraidAztecant
f+3, 2;ScrawnyRequiredCusimanse
f+3, 1+2;SpecificAdoredFanworms
f, F+3, 4, 1+2;AcademicAptGrunion
f, F+3, 4, 4, 1+2;ScaredTightKiwi
f, F+1+2:2;PlainFancyFoxterrier
df+1, 1, 2;PinkCapitalAustraliankelpie
d+2, 4, 1+2;KindKeyFairyfly
d+3+4, 1+2;UncomfortableNextChuckwalla
db+2, 2, 1+2;HollowCostlyBoaconstrictor
b+4, 3, 1+2;NervousTatteredFlies
FC+df+1+2, N, 1+2;KindheartedBlueChuckwalla
WS+1, 2, 3, 1+2;HardComposedCirriped
SBT 1, 2, 1, 3+4, 1+2;SlightNervousAmazontreeboa
SBT 2, 1+2;PlainPointedCalf
DES b+3+4 (or b, b) (or ub, b);ConfusedDirtyHaddock
DES 1;RealisticPopularAmericancreamdraft
DES 1+2;ZealousImpoliteAuklet
DES 2;EasyShrillBovine
DES 3 (or 4);RealisticDamagedDogfish
DES uf+1+2;EasyUnlinedBubblefish
DES f+1;TemptingWelltodoHedgehog
DES f+1+2, 1+2;SnoopyLoneHalibut
DES f+2;ArcticPeriodicFrigatebird
DES d+1;FirstQuarrelsomeBuck
DES d+2;JauntyDimAfricanwilddog
DES b+2, 1;MeagerVibrantFish
DES u+3+4 (or d+3+4);AggressiveBoringLeopardseal
DES u+3+4, 1 (or d+3+4, 1);AgedCriminalBluefintuna
DES BT 1 (or 2);DevotedFrayedDragon
DES f+3+4 (or f, f);FalseSatisfiedChrysalis
uf+3, f+3+4;ShoddyAnnualAmericankestrel
f+1+2, f+3+4;SevereLongEgg
b+4, 4, f+3+4;SmoothSoupyBantamrooster
WS+2, f+3+4;ResponsibleBlindBat
DBT 1;ComplexInsignificantAnt
DBT 2;RapidThankfulAnnelid
DBT 3;NippyAlarmingBabirusa
DBT 4;DeficientGloomyCats
DBT 2, 1;SophisticatedRigidBufflehead
DBT 1+2;PersonalFrayedAustraliankestrel
df+1+2;SecondarySmoggyAcouchi
b, f+2;KeyPlainHerring
in rage b+1+2;LegitimateDelightfulAzurevase
in rage f+2+3;CrispTidyHorseshoebat
(During Backup) 2;DifferentRichBluejay
b+2+3;WellinformedSelfreliantGreatdane
b, B+1+4;PoorTornAmphiuma
DES 2:1;YellowLeafyAmphibian
Approach enemy... 1+3;RigidRashArrowcrab
Approach enemy... 2+4;AggravatingLegalFlea
Approach enemy... uf+1+2;ClosedSinfulErin
Approach enemy... f+1+3;RigidRashArrowcrab
Approach enemy... f+2+4;AggravatingLegalFlea
Approach from left side... 1+3 (or 2+4);DecentLightBlackbuck
Approach from right side... 1+3 (or 2+4);ConsciousSelfassuredBobwhite
Approach from behind... 1+3 (or 2+4);AbandonedVastGermanpinscher
FC+db+1+2;GoodGrimItalianbrownbear
1+2+3;SpecificVerifiableArgusfish
1+2+4;GreatEnchantingKudu
Time with enemy attack... b+1+3 (or b+2+4);AntiqueDesertedAlleycat
