Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
1;h;7;10;+1;+8;+8;
2;h;10;10;0;+9;+9;
3;m;10;15~16;-9~-8;+2~+3;+2~+3;
4;h;15;12;-9;-1;+7;
f+1;h;7;10;+1;+8;+8;
f+2;h;16;19~20;-8~-7;+3~+4;+8~+9;
f+3;m;11;20;-6;+2;+2;
f+4;h;16;14~15;-7~-6;+4~+5;+4~+5;
d/f+1;m;13;13;-2;+7;+7;
d/f+2;m;14;15~16;-12~-11;Launch (JG?);Launch (JG?);
d/f+3 (Close);m(, (throw));16(,20);17;-6;Throw(KND);Throw(KND);
d/f+3;m;16;17~20;-6~-3;+5~+8s;+10~+13s;
d/f+4;m;14;12;-9;+2;+2;
d+1;m;18;18~19;0~+1s;+7~+8s;KND;
d+2;l (TC);17;18~19s cs6~;-13~-12;0;+13~+14g;
d+3;l;13;17~18;-16~-15;-4~-3;0~+1s;
d+4;l;12;15~16;-15~-14;-9~-8;-4~-3;
d/b+1;Sm (TC);5;10s cs4~;-5;+6;+6;
d/b+2;m;12;14~15;-7~-6;+4~+5;+4~+5;
d/b+3 (Close);l (TC);21;27 cs6~;-26?;KND;Throw(KND);
d/b+3;l (TC);14;27 cs6~;-26?;-5?;KND;
d/b+4;l (TC);7;12s cs4~;-13;-2;-2;
b+1;m;14;17;-10;+1;+1;
b+2;m;14;15s;-3;+8;+8;
b+3;h;17;14~15;-9~-8;+11~+12kg;+11~+12kg;Homing, Tail spin
b+4;m;15;15;-4;+7;+7;
u/b or u+1 or u/f+1+2;m (TJ);12;18 js9~;-8;+3;+3;
u/f+1;h;20;15;-9;KND;KND;
u/b+2;h;18;20;-5;+9;CS;
u or u/f+2;m (TJ);20;30~31 js9~29;-5~-4;KND;KND;
u/b+3;m (TJ);16;17~21;-17~-13;-6~-2;-6~-2;
u+3;m (TJ);16;17~21;-13~-9;KND;KND;
u/f+3;m (TJ);16;17~21;-7~-3;KND;KND;
u/b+4;m (TJ);21;22~23 js9~;-17~-16;KND;KND;
u+4;m (TJ);21;22~23 js9~;-13~-12;KND;KND;
u/f+4;m (TJ);21;22~23 js9~;-9~-8;KND;KND;
u/f, n+4;m;25;23(29,35) js9~33;-11(-13);Launch (JG?);Launch (JG?);
WS+1;m;12;12~13;-3~-2;+4~+5;+4~+5;
WS+2;m;15;15~16;-12~-11;Launch (JG?);Launch (JG?);
WS+3;m;21;16~17;-9~-8;KND;KND;Wall bounce
WS+4;m;15;11~12;-5~-4;+6~+7;+6~+7;
FC+1;Sm (TC);5;10s cs1~;-5;+6;+6;
FC+2;Sm (TC);8;11s cs1~;-4;+7;+7;
FC+3;l (TC);12;16s cs1~;-17;-3;-3;
FC+4;l (TC);10;12s cs1~;-15;-4;-4;
SS+1;h;7;10(11~);+1;+8;+8;
SS+2;m;16;20~21 (29~);-10~-9;-4~-3;+1~+2;
SS+3;m;10;15~16 (16~);-9~-8;+2~+3;+2~+3;
SS+4;h;15;12(13~);-9;-1;+7;
BT 1 or 2;h;15;8;-8;+3;+3;
BT 3 or 4;h;25;10;-8;KND;KND;
BT d+1 or 2;Sm;10;10s cs1~;-2;+9;+9;
BT d+3;m;20;16;-11;KND;KND;
BT d+4;l;12;10s cs1~;-11;+3;+3;
