template;https://gfycat.com/ifr/{url}
1, 1, 2;NarrowRigidHarlequinbug
1, 2;BelatedAnguishedAoudad
1, 2, 2;ThoseDenseDarklingbeetle
1, 2, 4, 3;NearFeminineBrahmancow
2, 2;SecretApprehensiveHare
3, 1, 4;LiquidWhirlwindKodiakbear
4;TangibleUnderstatedCygnet
4~3;FlawlessSizzlingKakapo
1+2;BelatedAnguishedAoudad
uf+3;LividBlindIndianpangolin
uf+4, 4, 4, 4;HandyFinishedIchneumonfly
f+3;WhiteScholarlyAfricanpiedkingfisher
f+4;AccurateVapidFurseal
f+1+2;CharmingJubilantAustraliancattledog
f, F+2;MeatyMasculineCheetah
f, F+3;CelebratedYearlyDesertpupfish
f, F+4;NippyBasicFlickertailsquirrel
f, f, f+3 (or WR+3);CarelessQualifiedIggypops
f, N, d, df+1;CornyPlushHalibut
f, N, d, df+2;RespectfulObeseAmericanbittern
f, N, d, df:2;DaringFamousCommongonolek
f, N, d, df+3;SandyVariableDrafthorse
f, N, d, df+4, 1;GregariousGreedyCaterpillar
f, N, d, df+4, 4;BrilliantAdmirableBeauceron
df+1, 2;CluelessVengefulAustralianfurseal
df+1, 4;WeirdTenseAzurevasesponge
df+1, f+2;LivelyRecklessBallpython
df+2;AcceptableAmbitiousBaboon
df+3;ConventionalHideousChinchilla
df+3, 2, 1;AnyEvergreenBaleenwhale
df+4, 4;SecondaryDeadHerald
d+1+2;MinorPleasedBluefintuna
db+2;ThirstyAdoredFairybluebird
db+3;WideeyedOfficialDorado
db+4;RewardingAgitatedCamel
b+1, 2;MinorAcrobaticBasilisk
b+2, 1;BarrenNiftyEnglishpointer
b+2, 4, 1;ThatGrandHarlequinbug
b+3, 1, 4, 1;OddRipeHarrier
b+3, 1, 4, 3;ClearImaginaryAxisdeer
b+4;HotMenacingHarrier
b+1+2;MinorAcrobaticBasilisk
FC+df+3+4;PresentFantasticImperialeagle
SS+3;CelebratedKindheartedFlatcoatretriever
SS+1+2;BitterLimpingLice
WS+1, 2;LateBlandHatchetfish
WS+2;BrownMellowBat
WS+3;NauticalDazzlingGalapagosalbatross
WS+4, 4;SecondaryDeadHerald
Opponent down d+3+4;RashCooperativeKoala
in rage ub+1+2;FlusteredThoughtfulGhostshrimp
in rage f, N, d, df+1+4:UF;ThoughtfulAliveHarvestmen
DVK f+1+2;PitifulNaiveHoneyeater
DVK df+1, 2;LateBlandHatchetfish
DVK f, F+2;ConcernedIllIvorybilledwoodpecker
DVK f, N, d, df+1:UF;GlumVengefulGrayfox
DVK SS+2;PitifulSpiffyGrunion
DVK Opponent down d+1+2;GrimyPhonyBluebottlejellyfish
f+2;UglyMellowAnaconda
in rage df+1+2;ObeseJointKestrel
b+1+4;QuarterlyNaturalBullmastiff
B+1+4;QuarterlyNaturalBullmastiff
DVK 1+2;ReliableThinAmethystsunbird
DVK 3+4;GrizzledDecentCrab
DVK 3+4, 3+4;AmbitiousMeekHyena
DVK uf+1+2;FantasticAncientIndianpalmsquirrel
Approach enemy... 1+3;FluidHastyHuemul
Approach enemy... 2+4;AdolescentPoliteHyrax
Approach enemy... f+1+3;FluidHastyHuemul
Approach enemy... f+2+4;AdolescentPoliteHyrax
Approach enemy... f, F+1+2;BrokenOrneryGrouper
db+1+2;GoodnaturedFamiliarIaerismetalmark
Approach from left side... 1+3 (or 2+4);HarmfulAmusingDalmatian
Approach from right side...  1+3 (or 2+4);GleamingUnnaturalGerenuk
Approach from behind... 1+3 (or f+1+3);GleamingSentimentalKitty
FC+df, d, df+1+2;SecondhandClutteredHare
(During Tackle) 12, 12, 12, 12;EthicalAncientDogwoodclubgall
