Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
1;h;7;10;+1;+8;+8;
2;h;10;12;-6;+5;+5;
3;m;12;14~15;-12~-11;-1~0;-1~0;
4;h;24;13~14;-5~-4;KND;KND;Tail spin, Homing
f+1;h;7;10;+1;+8;+8;
f+2;m;12;17~18;-4~-3;+7~+8;+7~+8;
f+3;h;13;14~15;-14~-13;-3~-2;-3~-2;
f+4;m;14;16;-12;-2;-2;Homing
d/f+1;m;10;13;-6;+5;+8;
d/f+2;m;16;16~17;-9~-8;Launch (JG?)(+7);Launch (JG?);
d/f+3;m;14;16;-9;+1;+1;
d/f+4;m;13;12;-7;+4;+4;
d+1;Sm (TC);5;10s cs4~;-5;+6;+6;
d+2;m;17;24~26;-14~-12;+2~+4s;+2~+4s;
d+3;l (TJ), (Special) (TC);17;23~32s js9~;-10~-1;+8~+17;KND;
d+4;l;15;17~18;-16~-15;-5~-4;-5~-4;
d/b+1;(Special) (TC);;s(cs4~) 15~;;;;
d/b+2;m;17;18~19;-18~-17;-5~-4;-5~-4;
d/b+3;l (TC);11;16s cs4~;-12;-1;+4;
d/b+4;l (TC);23;24~25a cs6~;-17~-16;KND;KND;
b+1;m;15;15~16s;-5~-4;+8~+9;+8~+9;
b+2;m;12;18;-12;-2;-2;
b+3;m;26;20~22;-8~-6;ED;ED;Homing
b+4;m;17;15~16;-13~-12;-4~-3;CS;
u/b or u or u/f+1;m (TJ);12;18 js9~;-8;+3;+3;
u/b or u or u/f+2;h;17;15~16;-12~-11;+9~+10g;+9~+10g;
u/b or u or u/f+3;m (TJ);15;20~21 js9~;-57~-56;-29~-28 (SH);-29~-28 (SH);
u/b+4;m (TJ);10;17~18 js9~;-9~-8;+7~+8;+7~+8;
u or u/f+4;m (TJ);10;15~16 js9~;-15~-14;-4~-3;-4~-3;
WS+1;m;12;13~14;-12~-11;-1~0;-1~0;
WS+2;m;24;17~18;-13~-12;Launch;Launch;
WS+3;m, (Special);18;19~20a;-137~-136;-126~-125;-126~-125;
WS+4;m;15;11~12;-5~-4;+6~+7;+6~+7;
FC+1;Sm (TC);5;10s cs1~;-5;+6;+6;
FC+2;Sm (TC);8;11s cs1~;-4;+7;+7;
FC+3;l (TC);12;16s cs1~;-17;-3;-3;
FC+4;l (TC);10;12s cs1~;-15;-4;-4;
SS+1;h;7;10(11~);+1;+8;+8;
SS+2;h;10;12(13~);-6;+5;+5;
SS+3;m;12;14~15 (15~);-12~-11;-1~0;-1~0;
SS+4;l;15;24~25 (33~) cs6~;-12~-11;-1~0;+7~+8;
BT 1 or 2;h;15;8;-8;+3;+3;
BT 3;h;25;10;-8;KND;KND;
BT 4;m (TJ);20;16~17b;-3~-2;KND;KND;
BT d+1 or 2;Sm;10;10s cs1~;-2;+9;+9;
BT d+3 or 4;l;12;10s cs1~;-11;+3;+3;
