template;https://gfycat.com/ifr/{url}
1, 2;NewUnluckyAlaskanmalamute
1, 2, 4;PositiveBestLeafbird
1, 2, 1+2;ShyPlayfulGalapagosdove
1, 3;LightheartedScornfulIchidna
2, 1;MarriedUnselfishAfricanbushviper
3, 4;EdibleTornBarracuda
1+2;NewUnluckyAlaskanmalamute
1+2, 1+2;ShyPlayfulGalapagosdove
uf+1;DefensiveWelloffDogwoodclubgall
uf+3, 2, 2;PartialFantasticDromedary
uf+4;LonelySelfishCondor
f+2;BestThisAmberpenshell
f+3, 4;EasyFirmBushbaby
f+4, 2;HandsomeExhaustedFrilledlizard
f+1+2;BlueFlickeringAmurratsnake
f+2+3;ZealousVerifiableKitfox
f, F+2, 1;PiercingOffensiveBarasinga
f, F+2, 2;NeedySeriousAlbatross
f, F+3;PowerfulCarelessAfricanhornbill
f, f, f+3 (or WR+3);EnlightenedMasculineAidi
df+1;AlarmingBogusDesertpupfish
df+1, 1;PoisedZestyBarracuda
df+1, 1, 2;FatherlySilentFlicker
df+1, 1, 3;JauntySparseJohndory
df+1, 2;EqualIdioticBrownbear
df+2, 1;ShoddyThinBarbet
df+2, 2;RapidCooperativeFrillneckedlizard
df+2, d+2;PlasticAllHerring
df+3, 2;GorgeousFirstIridescentshark
df+4, 1;HelpfulAnyBarasingha
df+4, 1, 1;ReliableMeekKoalabear
d+2;DeadlySpicyHarborporpoise
d+3;DefiantDefinitiveAnole
d+4, 1+2;AmpleSereneHarrierhawk
d+1+2;CreativeKeyBeaver
d+3+4;DeterminedWindyIndiancow
db+1;TediousGoodArachnid
db+2;MerryHeavyBanteng
db+3;ThickLeafyArawana
db+3, 4;GoodnaturedWaterloggedErmine
db+4;CrazyIgnorantAfricanaugurbuzzard
b+1;DefinitiveDentalHalibut
b+2, 2;ThirstyPlumpFly
b+3;DenseEarlyFieldmouse
b, f+1;FamiliarFreshHornet
b, df+4;MindlessDopeyJaeger
ub+1;InexperiencedBleakHermitcrab
ub+1, 4;CelebratedPresentGrebe
FC+df+2;GrotesqueCoordinatedLadybug
FC+df+4;ChiefAncientAmericanbulldog
WS+1;ExcitableMellowBuzzard
WS+2, 2, 2;AffectionateGregariousEasternglasslizard
WS+2, 4;AcrobaticPhysicalAmericanavocet
WS+3;ScratchyPleasantGenet
WS+1+2;DismalPlaintiveClingfish
Opponent down d+3;PertinentForkedHoneybadger
3+4;EdibleTornBarracuda
1, 2, 4, F;FearfulBlondGoldfish
2, 1, F;GrayGreatAnura
uf+1, F;RectangularHideousFowl
df+1, F;FluffyClutteredDiscus
df+1, 1, F;VigorousNippyAmericancrocodile
df+1, 1, 3, F;CoarseTenseGalapagoshawk
df+4, 1, F;TestyColossalDrake
d+4, 1+2, F;SecretOddAmericanratsnake
db+3, F;GraveBrightEkaltadeta
b+1, F;PleasedMajesticIrishsetter
b+3, F;VainBaggyEskimodog
b, df+4, F;MemorableCostlyBellfrog
ub+1, F;BrilliantCourteousGemsbuck
WS+1, F;ImaginativeNegativeIndianjackal
SAV 1, F;ImportantAdorableDuiker
SAV 1, 2, F;BothKnobbyCoelacanth
SAV 3, F;HoarseFlakyEarthworm
SAV 3, 3, F;DecimalNecessaryBengaltiger
SAV f+1+2, F;RecklessPeacefulBirdofparadise
SAV df+1, F;SameRedAngwantibo
SAV d+4, F;VibrantMildAfricanrockpython
SAV d+4, 3, F;MelodicPresentAmethystgemclam
SAV db+3, F;NearColdChuckwalla
SAV b+1, F;BlackandwhiteBestDotterel
Approach enemy... df+1+2, F;AdoredClassicIbizanhound
SAV 1;GrossUnkemptBluebottlejellyfish
SAV 1, 1;AmusedShockedBanteng
SAV 1, 2;FortunateHappyArmednylonshrimp
SAV 1, 2, 1;LonelyDelightfulHarborporpoise
SAV 1, 4;FrighteningFabulousCero
SAV 2;VacantBlueDogfish
SAV 3;ImpeccableDenseDiamondbackrattlesnake
SAV 3, 3;DownrightAgileElephantseal
SAV 4;FrightenedMistyBeardeddragon
SAV uf+3;CalculatingEarnestIndianrockpython
SAV f+1+2;HeartfeltHarshAfricanmolesnake
SAV df+1;HilariousWavyGalapagosdove
SAV df+2;UnpleasantWatchfulArabianoryx
SAV d+4;HeavenlyTornJenny
SAV d+4, 3;AptDeterminedCockroach
SAV db+3;CrazyIgnorantAfricanaugurbuzzard
SAV db+4;GargantuanUltimateLice
SAV b+1;EvenPitifulBorzoi
SAV b+1, 2;IdioticUniqueGemsbok
SAV b+1, 4;ScalyBigheartedIberianmole
SAV b+2;DamagedVioletEskimodog
b+4;RemorsefulEssentialGallinule
SAV b+3;ImpurePepperyBoubou
SAV b+3, F;AdeptYellowAngora
SAV 1+2;FortunateHappyArmednylonshrimp
SAV 1+2*;TotalWickedButterfly
in rage b+1+2 (or SAV b+1+2);SecretSpecificArchaeocete
f+3+4, F;WellgroomedPiercingAsianporcupine
Approach enemy... 1+3;KnobbyPresentAxisdeer
Approach enemy... 2+4;TintedRemoteFattaileddunnart
Approach enemy... f+1+3;KnobbyPresentAxisdeer
Approach enemy... f+2+4;TintedRemoteFattaileddunnart
Approach from left side... 1+3 (or 2+4);AliveUnnaturalJanenschia
Approach from right side...  1+3 (or 2+4);UnrulySimilarAtlanticspadefish
Approach from behind... 1+3 (or 2+4);FeistyOilyArmedcrab
Approach enemy... df+1+2;ConsciousUnrulyInvisiblerail
FC+1+2;RigidWhiteDanishswedishfarmdog
(During Tackle) 12, 12, 12, 12;ComplexBasicFantail
1+4;ImperturbableWeakFruitbat
f+3+4;EasyFirmBushbaby
