Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
in rage d/b+1+2 or FC+d/b+1+2;h!;55;20 pc4~;KND;KND;KND;Rage art
in rage hcb, f+3+4;m;10;20~24 pc8~17;-22~-18;-16~-12;-16~-12;Rage art
When first part hits 1;m, h;10,4;20~24 8~17;;+5;;Rage art
When first part hits 1, 2;m, h, m;10,4,4;20~24 8~17;;-8~-7;;Rage art
When first part hits 1, 2, 4;m, h, m, m;10,4,4,4;20~24 8~17;;-9;;Rage art
When first part hits 1, 2, 4, 1;m, h, m, m, m;10,4,4,4,4;20~24 8~17;;-8;;Rage art
When first part hits 1, 2, 4, 1, 4;m, h, m, m, m, l;10,4,4,4,4,4;20~24 8~17s;;-13;;Rage art
When first part hits 1, 2, 4, 1, 4 , 1;m, h, m, m, m, l, m;10,4,4,4,4,4,4;20~24 8~17;;-9;;Rage art
When first part hits 1, 2, 4, 1, 4 , 1, 3;m, h, m, m, m, l, m, h;10,4,4,4,4,4,4,4;20~24 8~17;;-1~+2;;Rage art
When first part hits 1, 2, 4, 1, 4 , 1, 3, 2;m, h, m, m, m, l, m, h, h;10,4,4,4,4,4,4,4,4;20~24 8~17;;+29g;;Rage art
When first part hits 1, 2, 4, 1, 4 , 1, 3, 2, 1+2;m, h, m, m, m, l, m, h, h, !;10,4,4,4,4,4,4,4,4,20;20~24 8~17;;KND;;Rage art
1 or BT 1 or 2;h;7;10;+1;+8;+8;
1, 1+2;h, (MAX );7;10;-2;+5;+5;
1, 1;h, h;7,7;10;-1;+6;+6;
1, 1, 2;h, h, h;7,7,9;10;-12;+7;+7;
1, 2;h, m;7,10;10;-7;+4;+4;
1, 2, 1;h, m, m;7,10,15;10;-19~-18;-8~-7;-8~-7;
1, 2, 1, 1;h, m, m, h;7,10,15,20;10;-15;KND;KND;
1, 2, 3;h, m, h;7,10,15;10;+1~+3;+20~+22kg;+20~+22kg;
1, 2, 3, 1+2;h, m, h, (MAX );7,10,15;10;+5~+7;+24~+26kg;+24~+26kg;
2;Sm;13;15;-13;-4;-4;
2, 1+2;Sm, (MAX );15;15;+2;+11;+11;
3;h;10;16~17;-8~-7;0~+1;0~+1;
