Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
in rage b+1+2;h;55;13 pc8~;-9;KND;KND;Rage art
in rage f, n, d, d/f+1+2;hm;25,35;11~12 ,41~42 (14~);-7~-6;Launch(Launch (JG?));Launch(Launch (JG?));Rage drive
in rage f, n, d, d/f+1+2, D/F;hm, (Crouch dash);25,35;11~12 ,41~42 (14~);+14~+15g;Launch(Launch (JG?));Launch(Launch (JG?));Rage drive
in rage f, n, d, d/f+1+2, 3;hm, h (TJ);25,35,25;js10~;+8~+13g;KND;KND;Rage drive
in rage f, n, d, d/f+1+2, 3, 1;hm, h (TJ), m (TC);25,35,25,24;cs15~21;+9(wl+15g);KND;KND;Rage drive
1;h;7;10;+1;+8;+8;
1, 2;h, h;7,12;10;-2;+3;+7;
1, 2, 3;h, h, m;7,12,20;10;0~+2;KND;KND;
1, 2, 4;h, h, h;7,12,26;10;-4~-2;KND;Launch;Tail spin
1, 3;h, h;7,10;10;-6;+4;+4;
1, 3, F;h, h, (CDS);7,10;10;-7;+3;+3;
1, 3, B;h, h, (Special);7,10;10;-6;+4;+4;
1, 3, 2;h, h, m;7,10,10;10;-1;+4;+4;
1, 3, 2, 1;h, h, m, m;7,10,10,10;10;-7;+7;+7;
1, 3, 2, 1, 4;h, h, m, m, l;7,10,10,10,10;10;-13~-12;+3~+4;+3~+4;
1, 3~3;h, m;7,20;10;+6~+8;KND;KND;
1, 3~3, d/f+3;h, m, m;7,20,20;10;-14;KND;KND;
1, d+3;h, l;9,7;10;-12~-11;-1~0;-1~0;
1, d+3, 4;h, l, l;7,9,17;10;-13;+3;Launch;
2;h;9;10;0;+9;+9;
2, 1;h, m;9,9;10;-3~-2;+6~+7;+6~+7;
2, 1, 4;h, m, m;9,9,18;10;-9~-7;+4;+4;
2, 1, 4~4;h, m, l;9,9,20;10;-31;KND;KND;
2, 4;h, h;9,20;10;-9~-6;KND;KND;Tail spin
3;h;19;14;-7;+4;+4;
3, 1;h, h;19,7;14;-1;+7;+7;
3, 1, F (to ZEN);h, h (ZEN);19,7;14;+4;+12;+12;
3, 1, 4;h, h, l;19,7,18;14;-13;+3;Launch;
4;h;18;13~14;-9~-8;+16~+17kg;Launch;Homing, Tail spin
4~3 or WS+4~3;m (TJ);27;24~34d (25~) js12~;-14~-4;KND;KND;
1+2;mmh;5,5,20;12,20,32;-14;KND;KND;
3+4;h (throw);10(,24);20 pc8~19;-9;Throw(KND);Throw(KND);Power crush
f+2;h;12;16~17;-5~-4;+4~+5;+4~+5;
f+3;m;16;12;-8;+3;+3;
f+3~3;m;20;23~26;+6~+9;KND;KND;
f+3~3, d/f+3;m, m;20,20;23~26;-14;KND;KND;
f+4;m;21;16~17;-8~-7;+4~+5;KND/Launch;Range dependent
f+4, F;m, (CDS);21;16~17;-1~0;+11~+12;Launch;
f+1+2;hh;14,24;14,23~24;-9~-8;KND;KND;Wall bounce
f+1+2 (Second hit whiff);h;14;14;-27;-16;-16;
d/f+1;m;10;13~14;-3~-2;+4~+5;+6~+7;
d/f+1, 4;m, h;10,18;13~14;-9~-6;+10~+13kg;KND;Tail spin
d/f+1, 4~4;m, m;10,24;13~14;-12;CS;CS;
d/f+2;m;15;15~16;-7~-6;+4~+5a;Launch;
d/f+3;m;12;14;-16;-5;-5;
d/f+3, 3;m, h;12,14;14;-8;+8;+8;
d/f+3, 3, f;m, h, (CDS);12,14;14;-7;+9;+9;
d/f+3, 3, b;m, h, (Special);12,14;14;-8;+8;+8;
d/f+4;m;22;20~21;-3~-2;+8~+9s;Launch;
d/f+1+2;m(Absorbs 1 h/m hit);20;23~24 (3~10);-12~-11;+6~+7 (KND);+6~+7 (KND);
d+1;m;24;21;-7;KND;KND;Wall bounce
d+3;l;7;15~16;-13~-12;-2~-1;-2~-1;
d+3, 3;l, m;7,10;15~16;-14;-1;-1;
d+4;l (TC);11;16~17 cs6~;-12~-11;-1~0;-1~0;
d+3+4;mm;5,20;15,25~27 js16~;-19~-17;Launch;Launch;
d+3+4 (Second hit miss);m;5;15 js16~;-30;-19;-19;
d/b+2;m;12;16;-10;-4;FS(+3) 16;
d/b+2, 2;m, h;12,11;16;-12;-7 (CS);-7;
d/b+2, 2, 3;m, h, m;12,11,21;16;-9~-8;CS;CS;
d/b+2, 3;m, m;12,23;16;-8~-6;KND;KND;
d/b+3;h (TC);28;19~21 cs4~;-11~-9;KND;KND;Tail spin
d/b+4;l;18;20~21;-13~-12;+3~+4;KND;
d/b+1+2;m((Special));0;25~55;-25~+5;-10~+30;-10~+30;
b+2;m;12;15~16;-11~-10;0~+1;0~+1;
b+2, 1;m, m;12,10;15~16;-9~-8;+2~+3;+2~+3;
b+3;m;17;16;-6;+5;CS;
b+3, f;m, (CDS);17;15~16;-2~-1;+9~+10;CS;
b+4;m;21;17~18;-7~-6;KND;KND;
u/b+1+2;!;70;75;KND;KND;KND;
u/f+2;m;18;15~16;-7~-6;+6~+7;KND;
u/b+3;m (TJ);13;22~23 js9~;-11~-10;+4~+5;CS;
u or u/f+3;m (TJ);17;22~23 js9~;-9~-8;+6~+7;CS (10~+11);
u+4;m (TJ);15;15~17 js9~;-13~-11;KND;Launch;
u/f+4;m (TJ);13;15~17 js9~;-13~-11;Launch;Launch;
f, F+2;m;24;14~15 (15~);-8~-7;KND;KND;
f, F+3;m;20;23~25 (24~);0~+2;Launch;Launch;
f, F+3, 1;m, h;20,5;23~25 (24~);+1;+7;+7;
f, F+3, 1, 3;m, h, h;20,5,10;23~25 (24~);-6;+4;+4;
f, F+3, 1, 3, 2;m, h, h, m;20,5,10,10;23~25 (24~);-1;+4;+4;
f, F+3, 1, 3 , 2, 1;m, h, h, m, m;20,5,10,1010;23~25 (24~);-7;+7;+7;
f, F+3, 1, 3 , 2, 1, 4;m, h, h, m, m, l;20,5,10,1010,10;23~25 (24~);-13~-12;+3~+4;+3~+4;
f, F+4;m;19;21~24 (22~);+0~+3s;+8~+11s;KND;
b, f+2;m;15;15~16 (15~);-7~-6;+4~+5;FS (+11~+12g) 24~25;
b, f+2, 1;m, h;15,14;15~16 (15~);-5;+6;+9;
b, f+2, 1, 2;m, h, m;15,10,20;15~16 (15~);-5~-4;KND;KND;
